id,russian,lincos,category,subcategory,difficulty,concepts
logic_1099,a равно c,a = c,logic,equality,1,"['logic', 'equality']"
logic_1141,"для всех a, если a принадлежит Int, то a принадлежит Pri",∧ a . a ∈ Int . → . a ∈ Pri,logic,quantifier,3,"['logic', 'quantifier']"
logic_361,a является элементом множества Com,a ∈ Com,logic,membership,2,"['logic', 'membership']"
logic_373,"если z равно x, то x равно z",z = x . → . x = z,logic,implication,2,"['logic', 'implication']"
comp_16,пять больше или равно четыре,101 ≥ 100,comparison,больше или равно,1,"['comparison', 'inequality']"
logic_380,"существует z такой, что z принадлежит Rea",∨ z . z ∈ Rea,logic,quantifier,3,"['logic', 'quantifier']"
logic_843,x является элементом множества Rat,x ∈ Rat,logic,membership,2,"['logic', 'membership']"
math_125,восемь умножить на одиннадцать равно восемьдесят восемь,1000 * 1011 = 1011000,math,multiplication,1,"['arithmetic', 'multiplication']"
math_690,семь плюс один равно восемь,111 + 1 = 1000,math,addition,1,"['arithmetic', 'addition']"
logic_82,z является элементом множества Int,z ∈ Int,logic,membership,2,"['logic', 'membership']"
logic_912,y является элементом множества Rat,y ∈ Rat,logic,membership,2,"['logic', 'membership']"
math_1062,два плюс пятнадцать равно семнадцать,10 + 1111 = 10001,math,addition,1,"['arithmetic', 'addition']"
logic_1444,"если z равно a, то a равно z",z = a . → . a = z,logic,implication,2,"['logic', 'implication']"
math_633,десять умножить на три равно тридцать,1010 * 11 = 11110,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_789,"существует b такой, что b принадлежит Int",∨ b . b ∈ Int,logic,quantifier,3,"['logic', 'quantifier']"
logic_207,"если b равно a, то a равно b",b = a . → . a = b,logic,implication,2,"['logic', 'implication']"
comp_362,пятнадцать меньше или равно шестнадцать,1111 ≤ 10000,comparison,меньше или равно,1,"['comparison', 'inequality']"
comp_387,семнадцать меньше двадцать,10001 < 10100,comparison,меньше,1,"['comparison', 'inequality']"
logic_1174,b является элементом множества Com,b ∈ Com,logic,membership,2,"['logic', 'membership']"
logic_657,"если x равно y, то y равно x",x = y . → . y = x,logic,implication,2,"['logic', 'implication']"
math_923,тринадцать минус четыре равно девять,1101 - 100 = 1001,math,subtraction,1,"['arithmetic', 'subtraction']"
comp_323,два больше или равно один,10 ≥ 1,comparison,больше или равно,1,"['comparison', 'inequality']"
math_956,три плюс одиннадцать равно четырнадцать,11 + 1011 = 1110,math,addition,1,"['arithmetic', 'addition']"
logic_574,y равно c,y = c,logic,equality,1,"['logic', 'equality']"
math_772,шесть умножить на один равно шесть,110 * 1 = 110,math,multiplication,1,"['arithmetic', 'multiplication']"
math_736,пять умножить на восемь равно сорок,101 * 1000 = 101000,math,multiplication,1,"['arithmetic', 'multiplication']"
math_527,девять минус три равно шесть,1001 - 11 = 110,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_141,a равно x,a = x,logic,equality,1,"['logic', 'equality']"
math_426,четырнадцать плюс два равно шестнадцать,1110 + 10 = 10000,math,addition,1,"['arithmetic', 'addition']"
logic_768,z является элементом множества Num,z ∈ Num,logic,membership,2,"['logic', 'membership']"
math_99,двенадцать минус пять равно семь,1100 - 101 = 111,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_567,"для всех a, если a принадлежит Rat, то a принадлежит Rea",∧ a . a ∈ Rat . → . a ∈ Rea,logic,quantifier,3,"['logic', 'quantifier']"
logic_13,b равно c,b = c,logic,equality,1,"['logic', 'equality']"
logic_599,c равно a,c = a,logic,equality,1,"['logic', 'equality']"
logic_1080,"существует c такой, что c принадлежит Rat",∨ c . c ∈ Rat,logic,quantifier,3,"['logic', 'quantifier']"
logic_999,"существует y такой, что y принадлежит Rat",∨ y . y ∈ Rat,logic,quantifier,3,"['logic', 'quantifier']"
logic_1475,"существует b такой, что b принадлежит Com",∨ b . b ∈ Com,logic,quantifier,3,"['logic', 'quantifier']"
math_707,десять умножить на десять равно сто,1010 * 1010 = 1100100,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_633,"для всех a, если a принадлежит Rat, то a принадлежит Int",∧ a . a ∈ Rat . → . a ∈ Int,logic,quantifier,3,"['logic', 'quantifier']"
logic_1186,"если b равно a, то a равно b",b = a . → . a = b,logic,implication,2,"['logic', 'implication']"
math_101,пятнадцать минус четыре равно одиннадцать,1111 - 100 = 1011,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_1041,"существует a такой, что a принадлежит Num",∨ a . a ∈ Num,logic,quantifier,3,"['logic', 'quantifier']"
math_1139,семь минус три равно четыре,111 - 11 = 100,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_1292,"существует a такой, что a принадлежит Rea",∨ a . a ∈ Rea,logic,quantifier,3,"['logic', 'quantifier']"
math_743,девять умножить на семь равно шестьдесят три,1001 * 111 = 111111,math,multiplication,1,"['arithmetic', 'multiplication']"
comp_229,пятнадцать меньше восемнадцать,1111 < 10010,comparison,меньше,1,"['comparison', 'inequality']"
math_264,пятнадцать минус двенадцать равно три,1111 - 1100 = 11,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_725,"для всех b, если b принадлежит Int, то b принадлежит Com",∧ b . b ∈ Int . → . b ∈ Com,logic,quantifier,3,"['logic', 'quantifier']"
math_1076,четыре минус два равно два,100 - 10 = 10,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_1332,y равно a,y = a,logic,equality,1,"['logic', 'equality']"
logic_272,"если x равно c, то c равно x",x = c . → . c = x,logic,implication,2,"['logic', 'implication']"
math_654,пять умножить на восемь равно сорок,101 * 1000 = 101000,math,multiplication,1,"['arithmetic', 'multiplication']"
math_135,четыре плюс одиннадцать равно пятнадцать,100 + 1011 = 1111,math,addition,1,"['arithmetic', 'addition']"
logic_6,"если x равно z, то z равно x",x = z . → . z = x,logic,implication,2,"['logic', 'implication']"
math_274,двенадцать умножить на один равно двенадцать,1100 * 1 = 1100,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_1125,"для всех z, если z принадлежит Num, то z принадлежит Rea",∧ z . z ∈ Num . → . z ∈ Rea,logic,quantifier,3,"['logic', 'quantifier']"
math_649,двенадцать минус три равно девять,1100 - 11 = 1001,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_1404,"существует x такой, что x принадлежит Num",∨ x . x ∈ Num,logic,quantifier,3,"['logic', 'quantifier']"
logic_1405,a является элементом множества Int,a ∈ Int,logic,membership,2,"['logic', 'membership']"
logic_1424,"существует c такой, что c принадлежит Rat",∨ c . c ∈ Rat,logic,quantifier,3,"['logic', 'quantifier']"
math_350,десять минус пять равно пять,1010 - 101 = 101,math,subtraction,1,"['arithmetic', 'subtraction']"
math_1120,восемь плюс десять равно восемнадцать,1000 + 1010 = 10010,math,addition,1,"['arithmetic', 'addition']"
math_150,три умножить на восемь равно двадцать четыре,11 * 1000 = 11000,math,multiplication,1,"['arithmetic', 'multiplication']"
math_203,один умножить на четырнадцать равно четырнадцать,1 * 1110 = 1110,math,multiplication,1,"['arithmetic', 'multiplication']"
